height,img_name,label,width,x,y
0,c2285.mha,0,0,0,0
0,c2292.mha,0,0,0,0
0,c2300.mha,0,0,0,0
0,c2308.mha,0,0,0,0
0,c2310.mha,0,0,0,0
0,c2313.mha,0,0,0,0
0,c2317.mha,0,0,0,0
0,c2322.mha,0,0,0,0
0,c2329.mha,0,0,0,0
0,c2344.mha,0,0,0,0
0,c2353.mha,0,0,0,0
0,c2365.mha,0,0,0,0
0,c2367.mha,0,0,0,0
0,c2368.mha,0,0,0,0
0,c2375.mha,0,0,0,0
0,c2389.mha,0,0,0,0
0,c2390.mha,0,0,0,0
0,c2395.mha,0,0,0,0
0,c2437.mha,0,0,0,0
0,c2442.mha,0,0,0,0
0,c2443.mha,0,0,0,0
0,c2463.mha,0,0,0,0
0,c2490.mha,0,0,0,0
0,c2502.mha,0,0,0,0
0,c2516.mha,0,0,0,0
0,c2522.mha,0,0,0,0
0,c2573.mha,0,0,0,0
0,c2580.mha,0,0,0,0
0,c2605.mha,0,0,0,0
0,c2613.mha,0,0,0,0
0,c2619.mha,0,0,0,0
0,c2687.mha,0,0,0,0
0,c2693.mha,0,0,0,0
0,c2703.mha,0,0,0,0
0,c2753.mha,0,0,0,0
0,c2791.mha,0,0,0,0
0,c2792.mha,0,0,0,0
0,c2794.mha,0,0,0,0
0,c2796.mha,0,0,0,0
0,c2814.mha,0,0,0,0
0,c2836.mha,0,0,0,0
0,c2853.mha,0,0,0,0
0,c2864.mha,0,0,0,0
0,c2883.mha,0,0,0,0
0,c2884.mha,0,0,0,0
0,c2892.mha,0,0,0,0
0,c2897.mha,0,0,0,0
0,c2907.mha,0,0,0,0
0,c2910.mha,0,0,0,0
0,c2915.mha,0,0,0,0
0,c2924.mha,0,0,0,0
0,c2949.mha,0,0,0,0
0,c2956.mha,0,0,0,0
0,c2974.mha,0,0,0,0
0,c2977.mha,0,0,0,0
0,c2978.mha,0,0,0,0
0,c3022.mha,0,0,0,0
0,c3046.mha,0,0,0,0
0,c3048.mha,0,0,0,0
0,c3050.mha,0,0,0,0
0,c3088.mha,0,0,0,0
0,c3097.mha,0,0,0,0
0,c3103.mha,0,0,0,0
0,c3128.mha,0,0,0,0
0,c3144.mha,0,0,0,0
0,c3150.mha,0,0,0,0
0,c3173.mha,0,0,0,0
0,c3192.mha,0,0,0,0
0,c3218.mha,0,0,0,0
0,c3233.mha,0,0,0,0
0,c3245.mha,0,0,0,0
0,c3249.mha,0,0,0,0
0,c3274.mha,0,0,0,0
0,c3298.mha,0,0,0,0
0,c3308.mha,0,0,0,0
0,c3346.mha,0,0,0,0
0,c3364.mha,0,0,0,0
0,c3386.mha,0,0,0,0
0,c3414.mha,0,0,0,0
0,c3421.mha,0,0,0,0
0,c3444.mha,0,0,0,0
0,c3448.mha,0,0,0,0
0,c3470.mha,0,0,0,0
0,c3478.mha,0,0,0,0
0,c3499.mha,0,0,0,0
0,c3526.mha,0,0,0,0
0,c3531.mha,0,0,0,0
0,c3536.mha,0,0,0,0
0,c3540.mha,0,0,0,0
0,c3543.mha,0,0,0,0
0,c3552.mha,0,0,0,0
0,c3555.mha,0,0,0,0
0,c3559.mha,0,0,0,0
0,c3585.mha,0,0,0,0
0,c3591.mha,0,0,0,0
0,c3594.mha,0,0,0,0
0,c3601.mha,0,0,0,0
0,c3619.mha,0,0,0,0
0,c3620.mha,0,0,0,0
0,c3631.mha,0,0,0,0
0,c3632.mha,0,0,0,0
0,c3636.mha,0,0,0,0
0,c3640.mha,0,0,0,0
0,c3655.mha,0,0,0,0
0,c3656.mha,0,0,0,0
0,c3660.mha,0,0,0,0
0,c3661.mha,0,0,0,0
0,c3674.mha,0,0,0,0
0,c3686.mha,0,0,0,0
0,c3691.mha,0,0,0,0
0,c3703.mha,0,0,0,0
0,c3706.mha,0,0,0,0
0,c3710.mha,0,0,0,0
0,c3713.mha,0,0,0,0
0,c3718.mha,0,0,0,0
0,c3735.mha,0,0,0,0
0,c3749.mha,0,0,0,0
0,c3767.mha,0,0,0,0
0,c3771.mha,0,0,0,0
0,c3779.mha,0,0,0,0
0,c3794.mha,0,0,0,0
0,c3795.mha,0,0,0,0
0,c3800.mha,0,0,0,0
0,c3832.mha,0,0,0,0
0,c3837.mha,0,0,0,0
0,c3838.mha,0,0,0,0
0,c3846.mha,0,0,0,0
0,c3858.mha,0,0,0,0
0,c3864.mha,0,0,0,0
0,c0104.mha,0,0,0,0
0,c0129.mha,0,0,0,0
0,c0455.mha,0,0,0,0
0,c0472.mha,0,0,0,0
0,c0654.mha,0,0,0,0
0,c1074.mha,0,0,0,0
0,c1235.mha,0,0,0,0
0,c1418.mha,0,0,0,0
0,c1652.mha,0,0,0,0
0,c1915.mha,0,0,0,0
0,c1926.mha,0,0,0,0
0,c2515.mha,0,0,0,0
0,c2621.mha,0,0,0,0
0,c2732.mha,0,0,0,0
0,c2900.mha,0,0,0,0
0,c3026.mha,0,0,0,0
0,c3193.mha,0,0,0,0
0,c3362.mha,0,0,0,0
0,c3509.mha,0,0,0,0
0,c3715.mha,0,0,0,0
0,c3877.mha,0,0,0,0
0,c0011.mha,0,0,0,0
0,c0044.mha,0,0,0,0
0,c0087.mha,0,0,0,0
0,c0112.mha,0,0,0,0
0,c0115.mha,0,0,0,0
0,c0132.mha,0,0,0,0
0,c0133.mha,0,0,0,0
0,c0152.mha,0,0,0,0
0,c0170.mha,0,0,0,0
0,c0178.mha,0,0,0,0
0,c0183.mha,0,0,0,0
0,c0217.mha,0,0,0,0
0,c0235.mha,0,0,0,0
0,c0242.mha,0,0,0,0
0,c0244.mha,0,0,0,0
0,c0251.mha,0,0,0,0
0,c0256.mha,0,0,0,0
0,c0273.mha,0,0,0,0
0,c0283.mha,0,0,0,0
0,c0289.mha,0,0,0,0
0,c0293.mha,0,0,0,0
0,c0296.mha,0,0,0,0
0,c0303.mha,0,0,0,0
0,c0305.mha,0,0,0,0
0,c0322.mha,0,0,0,0
0,c0327.mha,0,0,0,0
0,c0330.mha,0,0,0,0
0,c0334.mha,0,0,0,0
0,c0355.mha,0,0,0,0
0,c0356.mha,0,0,0,0
0,c0375.mha,0,0,0,0
0,c0379.mha,0,0,0,0
0,c0383.mha,0,0,0,0
0,c0399.mha,0,0,0,0
0,c0435.mha,0,0,0,0
0,c0479.mha,0,0,0,0
0,c0483.mha,0,0,0,0
0,c0501.mha,0,0,0,0
0,c0543.mha,0,0,0,0
0,c0549.mha,0,0,0,0
0,c0559.mha,0,0,0,0
0,c0581.mha,0,0,0,0
0,c0595.mha,0,0,0,0
0,c0612.mha,0,0,0,0
0,c0618.mha,0,0,0,0
0,c0625.mha,0,0,0,0
0,c0643.mha,0,0,0,0
0,c0646.mha,0,0,0,0
0,c0652.mha,0,0,0,0
0,c0658.mha,0,0,0,0
0,c0664.mha,0,0,0,0
0,c0666.mha,0,0,0,0
0,c0667.mha,0,0,0,0
0,c0676.mha,0,0,0,0
0,c0678.mha,0,0,0,0
0,c0680.mha,0,0,0,0
0,c0705.mha,0,0,0,0
0,c0709.mha,0,0,0,0
0,c0717.mha,0,0,0,0
0,c0726.mha,0,0,0,0
0,c0728.mha,0,0,0,0
0,c0758.mha,0,0,0,0
0,c0803.mha,0,0,0,0
0,c0807.mha,0,0,0,0
0,c0818.mha,0,0,0,0
0,c0823.mha,0,0,0,0
0,c0828.mha,0,0,0,0
0,c0845.mha,0,0,0,0
0,c0864.mha,0,0,0,0
0,c0869.mha,0,0,0,0
0,c0874.mha,0,0,0,0
0,c0938.mha,0,0,0,0
0,c0958.mha,0,0,0,0
0,c0977.mha,0,0,0,0
0,c1019.mha,0,0,0,0
0,c1064.mha,0,0,0,0
0,c1067.mha,0,0,0,0
0,c1072.mha,0,0,0,0
0,c1078.mha,0,0,0,0
0,c1103.mha,0,0,0,0
0,c1109.mha,0,0,0,0
0,c1135.mha,0,0,0,0
0,c1146.mha,0,0,0,0
0,c1186.mha,0,0,0,0
0,c1190.mha,0,0,0,0
0,c1192.mha,0,0,0,0
0,c1194.mha,0,0,0,0
0,c1230.mha,0,0,0,0
0,c1232.mha,0,0,0,0
0,c1239.mha,0,0,0,0
0,c1247.mha,0,0,0,0
0,c1252.mha,0,0,0,0
0,c1297.mha,0,0,0,0
0,c1319.mha,0,0,0,0
0,c1323.mha,0,0,0,0
0,c1339.mha,0,0,0,0
0,c1357.mha,0,0,0,0
0,c1373.mha,0,0,0,0
0,c1393.mha,0,0,0,0
0,c1416.mha,0,0,0,0
0,c1421.mha,0,0,0,0
0,c1423.mha,0,0,0,0
0,c1427.mha,0,0,0,0
0,c1463.mha,0,0,0,0
0,c1493.mha,0,0,0,0
0,c1568.mha,0,0,0,0
0,c1572.mha,0,0,0,0
0,c1607.mha,0,0,0,0
0,c1622.mha,0,0,0,0
0,c1623.mha,0,0,0,0
0,c1639.mha,0,0,0,0
0,c1640.mha,0,0,0,0
0,c1642.mha,0,0,0,0
0,c1651.mha,0,0,0,0
0,c1668.mha,0,0,0,0
0,c1685.mha,0,0,0,0
0,c1704.mha,0,0,0,0
0,c1714.mha,0,0,0,0
0,c1721.mha,0,0,0,0
0,c1726.mha,0,0,0,0
0,c1731.mha,0,0,0,0
0,c1776.mha,0,0,0,0
0,c1783.mha,0,0,0,0
0,c1787.mha,0,0,0,0
0,c1790.mha,0,0,0,0
0,c1796.mha,0,0,0,0
0,c1817.mha,0,0,0,0
0,c1820.mha,0,0,0,0
0,c1849.mha,0,0,0,0
0,c1859.mha,0,0,0,0
0,c1932.mha,0,0,0,0
0,c1935.mha,0,0,0,0
0,c1936.mha,0,0,0,0
0,c1940.mha,0,0,0,0
0,c1948.mha,0,0,0,0
0,c1956.mha,0,0,0,0
0,c1983.mha,0,0,0,0
0,c1984.mha,0,0,0,0
0,c1994.mha,0,0,0,0
0,c2010.mha,0,0,0,0
0,c2015.mha,0,0,0,0
0,c2079.mha,0,0,0,0
0,c2094.mha,0,0,0,0
0,c2100.mha,0,0,0,0
0,c2109.mha,0,0,0,0
0,c2119.mha,0,0,0,0
0,c2144.mha,0,0,0,0
0,c2147.mha,0,0,0,0
0,c2148.mha,0,0,0,0
0,c2156.mha,0,0,0,0
0,c2159.mha,0,0,0,0
0,c2163.mha,0,0,0,0
0,c2173.mha,0,0,0,0
0,c2199.mha,0,0,0,0
0,c2201.mha,0,0,0,0
0,c2215.mha,0,0,0,0
0,c2238.mha,0,0,0,0
0,c2258.mha,0,0,0,0
0,c2288.mha,0,0,0,0
0,c2294.mha,0,0,0,0
0,c2299.mha,0,0,0,0
0,c2304.mha,0,0,0,0
0,c2316.mha,0,0,0,0
0,c2332.mha,0,0,0,0
0,c2350.mha,0,0,0,0
0,c2360.mha,0,0,0,0
0,c2372.mha,0,0,0,0
0,c2376.mha,0,0,0,0
0,c2379.mha,0,0,0,0
0,c2384.mha,0,0,0,0
0,c2385.mha,0,0,0,0
0,c2398.mha,0,0,0,0
0,c2421.mha,0,0,0,0
0,c2429.mha,0,0,0,0
0,c2440.mha,0,0,0,0
0,c2446.mha,0,0,0,0
0,c2458.mha,0,0,0,0
0,c2459.mha,0,0,0,0
0,c2474.mha,0,0,0,0
0,c2482.mha,0,0,0,0
0,c2496.mha,0,0,0,0
0,c2499.mha,0,0,0,0
0,c2511.mha,0,0,0,0
0,c2537.mha,0,0,0,0
0,c2541.mha,0,0,0,0
0,c2542.mha,0,0,0,0
0,c2554.mha,0,0,0,0
0,c2566.mha,0,0,0,0
0,c2568.mha,0,0,0,0
0,c2583.mha,0,0,0,0
0,c2611.mha,0,0,0,0
0,c2650.mha,0,0,0,0
0,c2669.mha,0,0,0,0
0,c2679.mha,0,0,0,0
0,c2682.mha,0,0,0,0
0,c2701.mha,0,0,0,0
0,c2705.mha,0,0,0,0
0,c2708.mha,0,0,0,0
0,c2712.mha,0,0,0,0
0,c2746.mha,0,0,0,0
0,c2770.mha,0,0,0,0
0,c2774.mha,0,0,0,0
0,c2786.mha,0,0,0,0
0,c2789.mha,0,0,0,0
0,c2818.mha,0,0,0,0
0,c2840.mha,0,0,0,0
0,c2849.mha,0,0,0,0
0,c2857.mha,0,0,0,0
0,c2858.mha,0,0,0,0
0,c2871.mha,0,0,0,0
0,c2876.mha,0,0,0,0
0,c2901.mha,0,0,0,0
0,c2912.mha,0,0,0,0
0,c2914.mha,0,0,0,0
0,c2921.mha,0,0,0,0
0,c2932.mha,0,0,0,0
0,c2955.mha,0,0,0,0
0,c2971.mha,0,0,0,0
0,c3053.mha,0,0,0,0
0,c3057.mha,0,0,0,0
0,c3078.mha,0,0,0,0
0,c3089.mha,0,0,0,0
0,c3092.mha,0,0,0,0
0,c3159.mha,0,0,0,0
0,c3170.mha,0,0,0,0
0,c3174.mha,0,0,0,0
0,c3176.mha,0,0,0,0
0,c3213.mha,0,0,0,0
0,c3223.mha,0,0,0,0
0,c3244.mha,0,0,0,0
0,c3252.mha,0,0,0,0
0,c3267.mha,0,0,0,0
0,c3278.mha,0,0,0,0
0,c3295.mha,0,0,0,0
0,c3305.mha,0,0,0,0
0,c3306.mha,0,0,0,0
0,c3330.mha,0,0,0,0
0,c3332.mha,0,0,0,0
0,c3337.mha,0,0,0,0
0,c3338.mha,0,0,0,0
0,c3349.mha,0,0,0,0
0,c3353.mha,0,0,0,0
0,c3374.mha,0,0,0,0
0,c3390.mha,0,0,0,0
0,c3395.mha,0,0,0,0
0,c3396.mha,0,0,0,0
0,c3404.mha,0,0,0,0
0,c3416.mha,0,0,0,0
0,c3420.mha,0,0,0,0
0,c3425.mha,0,0,0,0
0,c3443.mha,0,0,0,0
0,c3494.mha,0,0,0,0
0,c3498.mha,0,0,0,0
0,c3501.mha,0,0,0,0
0,c3505.mha,0,0,0,0
0,c3508.mha,0,0,0,0
0,c3510.mha,0,0,0,0
0,c3524.mha,0,0,0,0
0,c3542.mha,0,0,0,0
0,c3564.mha,0,0,0,0
0,c3565.mha,0,0,0,0
0,c3567.mha,0,0,0,0
0,c3589.mha,0,0,0,0
0,c3605.mha,0,0,0,0
0,c3677.mha,0,0,0,0
0,c3689.mha,0,0,0,0
0,c3692.mha,0,0,0,0
0,c3711.mha,0,0,0,0
0,c3721.mha,0,0,0,0
0,c3727.mha,0,0,0,0
0,c3774.mha,0,0,0,0
0,c3777.mha,0,0,0,0
0,c3782.mha,0,0,0,0
0,c3787.mha,0,0,0,0
0,c3797.mha,0,0,0,0
0,c3798.mha,0,0,0,0
0,c3826.mha,0,0,0,0
0,c3852.mha,0,0,0,0
0,c3861.mha,0,0,0,0
0,c3863.mha,0,0,0,0
0,c3879.mha,0,0,0,0
0,c3882.mha,0,0,0,0
